['789.7127'],['300582.0'],['0.0076772617']
['838.77716'],['303898.38'],['0.0076386295']
['635.82855'],['307580.16'],['0.007812076']
['777.89514'],['306368.6'],['0.007726933']
['915.0833'],['303260.72'],['0.0076949163']
['958.5559'],['292882.03'],['0.0075955302']
['863.14954'],['293073.47'],['0.007547922']
['810.7191'],['295390.56'],['0.0076386295']
['885.90063'],['303384.1'],['0.007726933']
['821.9591'],['300816.44'],['0.007658501']
['947.5973'],['299404.53'],['0.0075955302']
['702.3254'],['289678.88'],['0.007495765']
['616.3254'],['298177.16'],['0.0076386295']
['804.5789'],['303298.44'],['0.007812076']
['908.05396'],['299359.2'],['0.007658501']
['776.8664'],['300420.88'],['0.0076949163']
['815.831'],['298475.2'],['0.007617641']
['765.53827'],['304045.75'],['0.0076386295']
['672.5666'],['302821.06'],['0.007658501']
['729.8679'],['296166.88'],['0.0075722924']
['789.7127'],['309013.2'],['0.0077668224']
['933.1161'],['307650.53'],['0.007711472']
['876.8117'],['300042.2'],['0.007726933']
['851.9922'],['300042.2'],['287025.97']
