['45943.33'],['39362340.0'],['0.13439679']
['54328.355'],['35292104.0'],['0.13605605']
['34898.836'],['27404630.0'],['0.12632166']
['32300.676'],['22592020.0'],['0.12586688']
['22006.93'],['35217948.0'],['0.15077008']
['39671.63'],['31944746.0'],['0.12654863']
['45153.355'],['31439850.0'],['0.12932596']
['39218.98'],['42157016.0'],['0.15877925']
['51411.098'],['43827668.0'],['0.17153926']
['50345.605'],['41708944.0'],['0.15194945']
['50135.617'],['33381064.0'],['0.12249859']
['44782.637'],['40265190.0'],['0.13279526']
['43338.72'],['42890236.0'],['0.15221031']
['50048.223'],['36830148.0'],['0.12296136']
['52027.36'],['35921816.0'],['0.1270018']
['50589.754'],['35198324.0'],['0.12782979']
['51225.477'],['40002890.0'],['0.13504793']
['49038.09'],['33547548.0'],['0.10735192']
['43353.785'],['35117876.0'],['0.11550465']
['38758.727'],['38706220.0'],['0.13140061']
['49627.914'],['44486464.0'],['0.15389544']
['49430.47'],['37035956.0'],['0.12677535']
['47678.18'],['39781612.0'],['0.14350587']
['46666.547'],['39781612.0'],['27955796.0']
