['6434.24'],['11444664.0'],['0.01742997']
['9144.506'],['8632457.0'],['0.02274748']
['6735.856'],['10923512.0'],['0.023621185']
['5707.202'],['10023613.0'],['0.02305108']
['6445.8604'],['8400891.0'],['0.021664849']
['7164.0117'],['11611943.0'],['0.023505302']
['7259.0103'],['10808294.0'],['0.023643196']
['7766.222'],['7938586.0'],['0.021611214']
['5857.7476'],['8587929.0'],['0.022288105']
['6419.931'],['9126530.0'],['0.022330519']
['5595.447'],['11945322.0'],['0.023133274']
['6611.65'],['11795536.0'],['0.023606583']
['5883.225'],['8584781.0'],['0.022244917']
['6673.8154'],['11267231.0'],['0.023582727']
['5118.618'],['10490780.0'],['0.023128828']
['7052.942'],['10936408.0'],['0.023604369']
['6350.0864'],['11634081.0'],['0.023516051']
['6398.457'],['10869609.0'],['0.023524556']
['6224.3345'],['8926000.0'],['0.022330519']
['6198.2236'],['6563671.0'],['0.020210804']
['4611.489'],['8204901.5'],['0.021969352']
['5588.1055'],['7747960.0'],['0.021330383']
['5876.8574'],['9632820.0'],['0.022780992']
['5128.8525'],['9632820.0'],['11464695.0']
