['945.1061'],['3569961.8'],['0.011683418']
['2751.5251'],['637011.94'],['0.009143188']
['770.73816'],['3455506.0'],['0.011429036']
['1290.6385'],['4693780.0'],['0.0138040725']
['963.41064'],['6016021.5'],['0.013694116']
['1153.1259'],['4900615.0'],['0.013404505']
['3593.116'],['4470596.5'],['0.011683418']
['1335.7769'],['2864100.5'],['0.012923061']
['4460.1333'],['4651379.0'],['0.013326124']
['4905.552'],['5193137.5'],['0.01355734']
['4715.644'],['2804826.8'],['0.0112125045']
['5367.567'],['5992883.5'],['0.014254943']
['2537.1829'],['6015273.0'],['0.014266943']
['4972.877'],['5621470.0'],['0.014203005']
['3678.4026'],['5888635.0'],['0.01435695']
['4332.315'],['5957258.5'],['0.014266943']
['4696.1533'],['5093365.5'],['0.013142417']
['2419.2915'],['1256420.6'],['0.009879089']
['1632.102'],['4985607.5'],['0.014398611']
['3504.2637'],['481998.66'],['0.009143188']
['1492.3281'],['758285.75'],['0.009519785']
['1023.58136'],['2289650.5'],['0.010221468']
['1582.9504'],['5351997.5'],['0.013142417']
['2881.1978'],['5351997.5'],['1768209.9']
