['17700.303'],['1931919.5'],['0.012088467']
['6278.9033'],['1818001.0'],['0.011745065']
['6081.5425'],['3874750.5'],['0.017289076']
['16028.964'],['3286770.5'],['0.016244534']
['16688.992'],['3243160.8'],['0.01649895']
['17109.834'],['3307812.5'],['0.016159201']
['16246.495'],['1989371.8'],['0.012088467']
['7287.2417'],['3341741.0'],['0.016583228']
['16668.164'],['3158003.0'],['0.016372036']
['17257.568'],['3220881.2'],['0.016159201']
['16984.705'],['1878634.5'],['0.011843533']
['6684.146'],['1905419.5'],['0.011892662']
['6457.6978'],['3339057.0'],['0.016456708']
['16972.334'],['3847938.0'],['0.017452437']
['18171.016'],['4223893.5'],['0.018293284']
['15608.905'],['4696034.5'],['0.01925804']
['15823.577'],['3569295.5'],['0.016834497']
['16540.156'],['2528378.5'],['0.013661137']
['10010.989'],['1942800.8'],['0.012283147']
['8306.586'],['4099728.2'],['0.017896384']
['16998.062'],['4119326.0'],['0.01769555']
['16033.447'],['4187472.8'],['0.01821441']
['16320.093'],['4114457.2'],['0.018095626']
['16893.63'],['4114457.2'],['5126977.0']
