['4524.959'],['2638014.0'],['0.016331067']
['5156.483'],['1204353.1'],['0.010506284']
['2716.0117'],['2767158.0'],['0.017128637']
['4729.3667'],['3794546.5'],['0.020597735']
['4969.14'],['3557720.2'],['0.019837482']
['5156.2446'],['3816608.0'],['0.021281665']
['5174.071'],['1762285.8'],['0.013351012']
['3415.1772'],['3548776.2'],['0.019621348']
['5188.064'],['3922070.2'],['0.021061925']
['5203.7637'],['4730510.0'],['0.02246988']
['5195.1577'],['2580299.0'],['0.016331067']
['3352.2393'],['2448082.2'],['0.015951592']
['3515.9487'],['3626132.5'],['0.020150993']
['5204.142'],['4413382.5'],['0.021969436']
['5163.9805'],['3886331.2'],['0.020202015']
['5142.887'],['3470422.5'],['0.019455452']
['5022.7993'],['4007966.2'],['0.0213673']
['4991.7915'],['2201632.5'],['0.014831001']
['4206.2104'],['2256605.2'],['0.014494747']
['3636.931'],['4077572.5'],['0.021061925']
['4965.7603'],['3770641.0'],['0.02064566']
['4956.903'],['4442582.5'],['0.022367489']
['5073.4443'],['5073438.5'],['0.022436036']
['5061.361'],['5073438.5'],['1969255.5']
