['1070.4434'],['1135347.1'],['0.01437813']
['2510.2878'],['3125703.8'],['0.018639464']
['3549.5686'],['3049863.8'],['0.019935744']
['3975.283'],['3175234.5'],['0.021088451']
['3977.1'],['2670153.8'],['0.018161507']
['3862.4788'],['3314375.2'],['0.021491297']
['3732.9263'],['3172155.2'],['0.018961154']
['2807.8032'],['695530.44'],['0.011218595']
['968.0888'],['449626.94'],['0.010843178']
['1072.0011'],['494534.16'],['0.010588829']
['1175.2008'],['351191.56'],['0.009938616']
['681.5876'],['277872.03'],['0.0092677325']
['465.27182'],['493453.44'],['0.010588829']
['1191.9254'],['487279.88'],['0.010331211']
['1031.334'],['451822.3'],['0.01020117']
['1431.1691'],['703117.6'],['0.011342117']
['1104.5941'],['835633.75'],['0.012417695']
['1107.6865'],['666137.0'],['0.01096913']
['708.45087'],['473745.12'],['0.010070306']
['514.0768'],['772119.4'],['0.01096913']
['1081.3364'],['634492.1'],['0.010716413']
['583.06793'],['425039.84'],['0.009672755']
['956.93585'],['473603.56'],['0.010070306']
['1228.2023'],['473603.56'],['696043.75']
