['45418.07'],['7065015.0'],['0.09052618']
['46428.723'],['7065015.0'],['0.081619255']
['39748.99'],['7065015.0'],['0.088008925']
['42636.24'],['7065015.0'],['0.07327378']
['43330.465'],['7065015.0'],['0.08089183']
['44298.547'],['7065015.0'],['0.096032165']
['46737.23'],['7065015.0'],['0.08697998']
['40354.188'],['7065015.0'],['0.09325405']
['44098.516'],['7065015.0'],['0.086821355']
['45097.844'],['7065015.0'],['0.10202977']
['44683.227'],['7065015.0'],['0.08226441']
['38914.79'],['7065015.0'],['0.08250599']
['35524.215'],['7065015.0'],['0.08737616']
['42852.047'],['7065015.0'],['0.097563386']
['42426.316'],['7065015.0'],['0.088719144']
['42729.605'],['7065015.0'],['0.09832574']
['44374.16'],['7065015.0'],['0.09464662']
['44313.797'],['7065015.0'],['0.09587856']
['40121.496'],['7065015.0'],['0.08000038']
['36692.293'],['7065015.0'],['0.07690095']
['39320.6'],['7065015.0'],['0.09464662']
['41336.996'],['7065015.0'],['0.0927883']
['41696.574'],['7065015.0'],['0.07788305']
['41009.312'],['7065015.0'],['0.07788305']
