['7507.7485'],['9403705.0'],['0.028956363']
['12056.1045'],['10878674.0'],['0.029089661']
['13965.89'],['11419818.0'],['0.028755834']
['12997.036'],['12503525.0'],['0.037534885']
['11941.473'],['12474632.0'],['0.03349606']
['11839.112'],['12293914.0'],['0.035531532']
['11891.19'],['12026271.0'],['0.03263204']
['11630.365'],['12505116.0'],['0.03410395']
['12877.553'],['12445110.0'],['0.032694258']
['11052.463'],['9913372.0'],['0.027878627']
['11760.722'],['12498816.0'],['0.033373557']
['12046.799'],['12106285.0'],['0.03714161']
['11073.418'],['11613780.0'],['0.029553697']
['10117.879'],['10839879.0'],['0.027400732']
['11841.319'],['12103253.0'],['0.031243516']
['12661.842'],['10031512.0'],['0.02657242']
['11456.387'],['9287114.0'],['0.025308426']
['11217.986'],['11447802.0'],['0.030144647']
['9448.108'],['10338498.0'],['0.029023053']
['10561.4'],['9230482.0'],['0.025379328']
['11095.132'],['8681744.0'],['0.02480988']
['11972.644'],['10543122.0'],['0.029289007']
['13196.047'],['11964396.0'],['0.032131482']
['13235.638'],['11964396.0'],['3493677.0']
