['54294.15'],['22595404.0'],['0.08514092']
['51621.613'],['19809636.0'],['0.06887442']
['54446.082'],['20366934.0'],['0.06477675']
['53290.703'],['17743002.0'],['0.05608162']
['55499.38'],['19298118.0'],['0.060675293']
['58772.4'],['19855880.0'],['0.060371853']
['59960.527'],['16244106.0'],['0.05444431']
['58493.06'],['18872344.0'],['0.05935014']
['57976.586'],['20958034.0'],['0.081449755']
['60372.26'],['18043442.0'],['0.06207274']
['58137.094'],['18972104.0'],['0.064016424']
['57795.918'],['19249384.0'],['0.059965063']
['56838.2'],['20066482.0'],['0.065713495']
['54848.336'],['20235978.0'],['0.07505137']
['56974.094'],['19471222.0'],['0.06589903']
['57101.34'],['20688852.0'],['0.07403739']
['56521.51'],['20719970.0'],['0.068256736']
['47828.27'],['18100472.0'],['0.05986297']
['54983.395'],['18727598.0'],['0.06167659']
['53985.805'],['20008404.0'],['0.06324633']
['52584.668'],['20526744.0'],['0.06420742']
['54047.312'],['18713056.0'],['0.05852138']
['53094.297'],['19088010.0'],['0.057893112']
['53756.7'],['19088010.0'],['21707874.0']
