['29338.44'],['41639220.0'],['0.06906707']
['38629.12'],['37240056.0'],['0.063508645']
['27092.543'],['39419430.0'],['0.06985764']
['31479.229'],['35842012.0'],['0.06266477']
['30855.91'],['38328256.0'],['0.0670162']
['30604.832'],['42670444.0'],['0.07504164']
['33451.812'],['35012696.0'],['0.060931325']
['25990.162'],['38429532.0'],['0.064709224']
['31592.459'],['37676090.0'],['0.063279994']
['30810.816'],['41951990.0'],['0.0720682']
['32470.953'],['36894070.0'],['0.05938465']
['23943.383'],['35629644.0'],['0.059714124']
['22974.943'],['42130470.0'],['0.07120086']
['30543.266'],['40538196.0'],['0.07063144']
['30782.771'],['38255470.0'],['0.06673463']
['30372.434'],['41022580.0'],['0.068799786']
['31008.957'],['40295036.0'],['0.06687566']
['30816.266'],['35685764.0'],['0.057791375']
['25470.88'],['34670984.0'],['0.06211985']
['23600.523'],['39751228.0'],['0.06750433']
['32148.75'],['35770652.0'],['0.061568752']
['29119.371'],['37859950.0'],['0.06305022']
['29780.764'],['35292620.0'],['0.05896991']
['29590.08'],['35292620.0'],['42104416.0']
