['32430.232'],['19513324.0'],['0.055673197']
['37220.35'],['13568854.0'],['0.043985423']
['23512.877'],['17761630.0'],['0.061294455']
['29569.133'],['21999498.0'],['0.076202355']
['31448.568'],['21666130.0'],['0.06788575']
['31852.87'],['17534208.0'],['0.059704095']
['31772.97'],['13238857.0'],['0.042614218']
['26744.707'],['21965922.0'],['0.07738575']
['30420.3'],['20019566.0'],['0.061428975']
['34891.184'],['19806330.0'],['0.074297145']
['29998.639'],['11804638.0'],['0.039732244']
['22478.654'],['12099770.0'],['0.042035818']
['22679.818'],['17343924.0'],['0.05815722']
['30633.324'],['17308178.0'],['0.060759448']
['31165.734'],['13960343.0'],['0.046486404']
['29822.824'],['13640473.0'],['0.045505468']
['28676.84'],['14290365.0'],['0.048106708']
['29102.531'],['12174549.0'],['0.0412073']
['23990.127'],['10871028.0'],['0.038598694']
['22126.65'],['12347442.0'],['0.041947674']
['26705.66'],['12973592.0'],['0.042659108']
['27917.248'],['14228880.0'],['0.04435981']
['28750.182'],['13116536.0'],['0.04329341']
['28020.666'],['13116536.0'],['19950830.0']
