['4018.3818'],['2918982.2'],['0.016486365']
['6667.2407'],['2702366.8'],['0.016452411']
['5044.2007'],['2073436.6'],['0.0141610205']
['4181.5615'],['2916216.8'],['0.016500594']
['4610.5254'],['2174750.2'],['0.014657853']
['4943.442'],['2356023.8'],['0.016127242']
['5104.1694'],['2157839.8'],['0.015200107']
['5032.9805'],['2207220.0'],['0.014703596']
['4187.7554'],['2248544.0'],['0.015237288']
['4593.76'],['2114609.5'],['0.013997448']
['4219.864'],['2362202.5'],['0.016045166']
['4702.1567'],['2207183.2'],['0.01585751']
['4711.2397'],['2109929.5'],['0.013588258']
['4537.33'],['2214468.8'],['0.014836691']
['4432.3555'],['2498085.8'],['0.016087152']
['4621.483'],['2397323.5'],['0.016066398']
['4904.1377'],['2160346.5'],['0.014266262']
['4430.57'],['2049632.8'],['0.013271413']
['4809.6406'],['2189488.5'],['0.015237288']
['3961.5662'],['2318077.2'],['0.015778683']
['4242.6113'],['2387713.5'],['0.015237288']
['4230.3257'],['2479769.0'],['0.015162303']
['4334.5903'],['2544098.5'],['0.016236452']
['4065.248'],['2544098.5'],['2051650.4']
