['848.7956'],['330197.72'],['0.0070691127']
['1440.891'],['446662.88'],['0.0069241324']
['1117.459'],['219825.78'],['0.0065654097']
['542.59155'],['301134.72'],['0.0067936806']
['591.5813'],['238293.28'],['0.0066248244']
['531.4972'],['230741.05'],['0.0065953177']
['555.7666'],['260722.27'],['0.0066826516']
['889.8422'],['220745.77'],['0.0066248244']
['552.7201'],['259276.45'],['0.0066826516']
['629.992'],['244456.72'],['0.0066539343']
['598.8047'],['295789.88'],['0.006710981']
['956.60767'],['353351.78'],['0.006846948']
['1118.077'],['248420.55'],['0.0066248244']
['577.70746'],['271139.4'],['0.006738926']
['697.7836'],['294911.1'],['0.006710981']
['633.13135'],['242624.19'],['0.0066248244']
['616.9518'],['255058.62'],['0.0066826516']
['692.4252'],['419723.06'],['0.0069491523']
['1232.5482'],['298015.06'],['0.006738926']
['927.3961'],['236154.81'],['0.0066248244']
['774.4771'],['275870.0'],['0.006710981']
['793.847'],['238328.17'],['0.0066248244']
['603.459'],['271472.78'],['0.0067936806']
['736.6795'],['271472.78'],['263598.3']
