['21711.88'],['15653397.0'],['0.056413367']
['18988.2'],['12683870.0'],['0.047710042']
['18430.025'],['15932229.0'],['0.062028926']
['21655.203'],['15490892.0'],['0.058928538']
['21241.902'],['16295023.0'],['0.0624671']
['21755.13'],['15196328.0'],['0.056469567']
['21531.365'],['13482828.0'],['0.049398106']
['18087.125'],['14536332.0'],['0.05302039']
['21486.188'],['15210709.0'],['0.05672129']
['22050.945'],['14326591.0'],['0.054977562']
['21762.744'],['13062583.0'],['0.049868673']
['18176.875'],['13946862.0'],['0.049968835']
['18797.32'],['15465737.0'],['0.059084043']
['21604.285'],['14980820.0'],['0.056272466']
['21492.293'],['15071349.0'],['0.05483068']
['21618.008'],['14791698.0'],['0.05598888']
['21786.184'],['15262468.0'],['0.056693416']
['22633.137'],['13798713.0'],['0.04976827']
['18219.682'],['14011461.0'],['0.05003548']
['18433.48'],['15475918.0'],['0.0571916']
['22272.273'],['15762932.0'],['0.058112167']
['22906.3'],['14551133.0'],['0.055760305']
['23361.307'],['15689998.0'],['0.060100365']
['22416.006'],['15689998.0'],['15332787.0']
