['29507.342'],['37527270.0'],['0.15157351']
['37215.83'],['11011081.0'],['0.041232046']
['16310.966'],['14694586.0'],['0.05328127']
['28834.334'],['17215638.0'],['0.064162776']
['30103.854'],['13353354.0'],['0.05307855']
['29864.736'],['15262800.0'],['0.0571078']
['32217.31'],['14197319.0'],['0.051248077']
['22366.602'],['19783036.0'],['0.06823926']
['33522.637'],['19660010.0'],['0.065398194']
['34793.652'],['17466554.0'],['0.06533331']
['33595.88'],['11853580.0'],['0.04589924']
['20275.21'],['14690915.0'],['0.052334104']
['19050.508'],['17012762.0'],['0.059036348']
['32556.762'],['18287146.0'],['0.06766039']
['34096.707'],['17147526.0'],['0.060161177']
['34057.31'],['15070804.0'],['0.059301395']
['31940.389'],['20164718.0'],['0.07440501']
['32234.637'],['13622851.0'],['0.04906464']
['20093.482'],['17069038.0'],['0.05670725']
['17930.057'],['14794101.0'],['0.05395605']
['28985.29'],['15241234.0'],['0.055234067']
['30747.72'],['14914006.0'],['0.053888634']
['30603.111'],['15636611.0'],['0.057241198']
['30903.63'],['15636611.0'],['26210292.0']
