['5221.2617'],['676556.8'],['0.015300278']
['5486.6963'],['1019668.56'],['0.0151447235']
['2557.2083'],['1127590.0'],['0.015264905']
['2869.3513'],['1142728.0'],['0.015466681']
['2863.0383'],['1100170.5'],['0.015002382']
['2674.8474'],['1183884.5'],['0.015444168']
['3016.2378'],['1179208.5'],['0.015333388']
['2705.5398'],['1003761.1'],['0.014712035']
['3391.6626'],['1059604.1'],['0.014645505']
['3113.8945'],['966026.1'],['0.014503537']
['2839.0225'],['927505.7'],['0.014002078']
['2615.83'],['996117.1'],['0.014645505']
['2364.8298'],['1137002.9'],['0.014836465']
['3081.6294'],['996161.25'],['0.014775668']
['3043.0562'],['1226421.9'],['0.015534012']
['3427.4038'],['1188204.0'],['0.015364284']
['3450.3708'],['1144242.6'],['0.014949767']
['2741.899'],['1122747.1'],['0.014949767']
['3162.1458'],['954386.44'],['0.014002078']
['2613.9014'],['1044049.2'],['0.014645505']
['3207.7588'],['1135864.4'],['0.015099808']
['2941.739'],['1026935.25'],['0.014712035']
['2678.0474'],['820777.9'],['0.014182306']
['4321.401'],['820777.9'],['1156989.5']
