['22985.734'],['11754062.0'],['0.038516745']
['24496.225'],['10653287.0'],['0.030245423']
['23161.025'],['10752446.0'],['0.032209206']
['24212.36'],['10682032.0'],['0.03190439']
['23238.982'],['11472542.0'],['0.036458455']
['24218.934'],['11132919.0'],['0.033699162']
['23120.83'],['10342896.0'],['0.030389125']
['22603.213'],['10668713.0'],['0.031378213']
['22794.234'],['11021121.0'],['0.033981346']
['22322.854'],['10981840.0'],['0.03496747']
['23156.152'],['10498997.0'],['0.030281281']
['22390.525'],['11160810.0'],['0.03330025']
['21547.818'],['11695316.0'],['0.03738395']
['23923.871'],['11388790.0'],['0.03530268']
['23778.617'],['11327289.0'],['0.034429714']
['21547.818'],['11370448.0'],['0.033900473']
['23558.932'],['11538855.0'],['0.034925804']
['22853.797'],['10283161.0'],['0.029018508']
['22029.992'],['11403768.0'],['0.034062415']
['20212.584'],['10802465.0'],['0.03149019']
['23055.6'],['11829987.0'],['0.03451189']
['23514.959'],['12132233.0'],['0.033860117']
['22206.902'],['12649203.0'],['0.036284823']
['23174.004'],['12649203.0'],['11203322.0']
