['30371.725'],['28246142.0'],['0.05758777']
['39651.598'],['22458968.0'],['0.045899466']
['36862.78'],['17916660.0'],['0.04800254']
['46585.04'],['26713502.0'],['0.058704954']
['50141.453'],['17420784.0'],['0.04606432']
['47812.0'],['26777504.0'],['0.06592872']
['51757.59'],['22889718.0'],['0.05274738']
['48240.39'],['25961170.0'],['0.061453786']
['59429.184'],['23741426.0'],['0.056951337']
['51729.355'],['25587480.0'],['0.063865036']
['50290.484'],['27233606.0'],['0.053244695']
['41108.797'],['20823484.0'],['0.045899466']
['48573.766'],['22211374.0'],['0.051588498']
['51000.086'],['20582674.0'],['0.05366631']
['50421.176'],['20137706.0'],['0.05062399']
['46690.2'],['21820390.0'],['0.05366631']
['52443.62'],['30480528.0'],['0.06689522']
['52415.44'],['23038922.0'],['0.051441453']
['49593.332'],['29470432.0'],['0.059429716']
['50525.332'],['22025892.0'],['0.05366631']
['58586.21'],['18577376.0'],['0.052171808']
['60270.14'],['24291396.0'],['0.055975307']
['52748.027'],['17566632.0'],['0.04886647']
['48814.223'],['17566632.0'],['19059902.0']
