['2744.6165'],['5438838.5'],['0.024088666']
['7311.8228'],['4019523.5'],['0.021111686']
['6290.541'],['4275663.5'],['0.02094414']
['5440.75'],['4494469.0'],['0.021547692']
['5839.6313'],['4413155.0'],['0.022283802']
['5145.8726'],['4337004.5'],['0.02162315']
['6175.5093'],['4725752.5'],['0.022152979']
['6518.1646'],['2706234.5'],['0.015728159']
['4947.383'],['3371001.8'],['0.019041438']
['6101.264'],['5004455.0'],['0.02085853']
['6570.4106'],['5691256.5'],['0.022152979']
['7095.006'],['3768472.0'],['0.018170165']
['6699.8086'],['3715017.5'],['0.016315749']
['6252.4043'],['4390835.5'],['0.02127439']
['5958.3784'],['4635566.5'],['0.019473266']
['5792.656'],['4164765.5'],['0.017923824']
['5504.4043'],['4341173.5'],['0.02027146']
['4595.8804'],['4505898.5'],['0.02012828']
['6295.416'],['4441640.5'],['0.01968088']
['6117.4126'],['4446044.5'],['0.020411715']
['5880.804'],['3432335.8'],['0.017013421']
['3732.4314'],['4053921.5'],['0.019932773']
['4963.0522'],['4032931.5'],['0.019205993']
['5836.306'],['4032931.5'],['2368227.0']
