['35452.754'],['14880341.0'],['0.036732156']
['37381.234'],['14837988.0'],['0.038998842']
['35184.28'],['11531833.0'],['0.032917447']
['31269.281'],['10713299.0'],['0.032356165']
['29733.555'],['9930161.0'],['0.03057615']
['31064.414'],['14831155.0'],['0.044345133']
['32406.652'],['11548023.0'],['0.03498654']
['33834.758'],['17776358.0'],['0.04588722']
['29273.406'],['12883829.0'],['0.035140764']
['30034.855'],['14700445.0'],['0.040014744']
['31258.455'],['15251275.0'],['0.04068943']
['34839.234'],['16776236.0'],['0.041188832']
['33004.383'],['11251646.0'],['0.034079455']
['32258.26'],['13333150.0'],['0.034529116']
['31992.365'],['9728886.0'],['0.031139653']
['31151.447'],['10837504.0'],['0.032356165']
['30584.357'],['11906085.0'],['0.034833197']
['33655.766'],['11161561.0'],['0.033012256']
['32657.148'],['14378502.0'],['0.036568925']
['33549.805'],['13465077.0'],['0.034478772']
['32690.203'],['10591174.0'],['0.03057615']
['31472.809'],['10158157.0'],['0.031139653']
['31897.082'],['10316597.0'],['0.029901814']
['30802.598'],['10316597.0'],['16918330.0']
