['64011.12'],['25279680.0'],['0.15068069']
['68558.805'],['21309488.0'],['0.13997431']
['60843.953'],['18896188.0'],['0.12546921']
['53758.33'],['21221970.0'],['0.14278294']
['54062.87'],['22344012.0'],['0.1469743']
['55617.86'],['22952294.0'],['0.14907904']
['59524.27'],['20920844.0'],['0.13485643']
['58783.566'],['20054356.0'],['0.13426521']
['53259.81'],['19932996.0'],['0.13374685']
['53839.168'],['21556258.0'],['0.14914891']
['58350.895'],['22406924.0'],['0.13735464']
['56857.44'],['18210466.0'],['0.118745185']
['52775.28'],['21380328.0'],['0.14513576']
['55540.652'],['21122696.0'],['0.1403361']
['58149.04'],['20853910.0'],['0.13852215']
['58552.05'],['21236532.0'],['0.14563207']
['60565.754'],['21769178.0'],['0.15247878']
['62594.973'],['21335628.0'],['0.13515157']
['58546.195'],['19477464.0'],['0.120382674']
['52816.69'],['20325048.0'],['0.13757393']
['51969.098'],['20165526.0'],['0.12623203']
['52780.996'],['19502844.0'],['0.13091536']
['56589.926'],['20900658.0'],['0.13166335']
['56864.797'],['20900658.0'],['23346374.0']
