['141011.5'],['48049284.0'],['0.1742021']
['100338.29'],['31839418.0'],['0.08742613']
['74748.62'],['23392768.0'],['0.067334644']
['71865.56'],['32890312.0'],['0.08571369']
['70701.914'],['29652022.0'],['0.08525364']
['65284.12'],['23418818.0'],['0.06720586']
['62587.074'],['29619254.0'],['0.090569384']
['87016.875'],['32675276.0'],['0.08810553']
['63019.98'],['21680322.0'],['0.065523']
['58811.22'],['32464144.0'],['0.09917378']
['64588.09'],['31833110.0'],['0.09483301']
['70795.836'],['26689732.0'],['0.08281487']
['68484.16'],['22364958.0'],['0.071154274']
['64595.574'],['33098228.0'],['0.098861024']
['68907.19'],['28560944.0'],['0.09266307']
['65401.63'],['29854864.0'],['0.09288163']
['67492.32'],['25137832.0'],['0.083748594']
['70566.8'],['30546846.0'],['0.09958959']
['82753.52'],['37404470.0'],['0.11021737']
['72640.67'],['28734282.0'],['0.08934278']
['72154.94'],['32354474.0'],['0.0922249']
['65719.8'],['30202830.0'],['0.08765295']
['67308.37'],['27061342.0'],['0.07805922']
['65467.84'],['27061342.0'],['40262710.0']
