['6293.0303'],['2938158.2'],['0.01594355']
['6868.1387'],['2833179.8'],['0.016201733']
['5018.2676'],['2801716.0'],['0.016834084']
['6878.368'],['3057142.8'],['0.017786574']
['6945.76'],['2995527.2'],['0.017655546']
['7196.427'],['3044098.5'],['0.017887626']
['7142.6562'],['2514598.8'],['0.016280428']
['5391.3184'],['3045942.5'],['0.017853834']
['7140.078'],['3056764.0'],['0.017879283']
['7363.6616'],['2937568.0'],['0.017465856']
['7057.182'],['2925880.8'],['0.016573856']
['5194.792'],['2250700.5'],['0.014973367']
['4376.2725'],['2960460.5'],['0.017859323']
['6989.5015'],['2998872.8'],['0.017873842']
['7127.7607'],['3048286.0'],['0.0178854']
['6905.8823'],['2698402.8'],['0.01700824']
['6583.6987'],['3064812.8'],['0.017881837']
['6962.9507'],['2730163.5'],['0.01695215']
['5756.3423'],['3046143.5'],['0.017876914']
['6655.9834'],['2911977.8'],['0.017428253']
['7019.672'],['3036365.2'],['0.017843312']
['7213.6294'],['3069011.2'],['0.017840074']
['7372.135'],['2995356.0'],['0.017755257']
['7388.9263'],['2995356.0'],['2877120.0']
