['40031.223'],['33642500.0'],['0.10694616']
['53527.848'],['23498292.0'],['0.09038717']
['43260.7'],['24496650.0'],['0.09317876']
['40582.59'],['24007706.0'],['0.09102488']
['41787.06'],['26809316.0'],['0.101121455']
['40653.207'],['27433980.0'],['0.10380822']
['42255.387'],['25166480.0'],['0.09400416']
['42538.406'],['16727006.0'],['0.05575398']
['37881.05'],['17601998.0'],['0.06418928']
['37718.938'],['19952246.0'],['0.07056635']
['38044.13'],['22271360.0'],['0.07931501']
['37841.137'],['19762724.0'],['0.0728093']
['37618.887'],['20591738.0'],['0.0728093']
['38338.94'],['18792018.0'],['0.065317445']
['37426.945'],['21188640.0'],['0.07422054']
['38509.918'],['19494368.0'],['0.068234764']
['37091.457'],['20678902.0'],['0.07485964']
['39823.527'],['22834556.0'],['0.080742866']
['40091.652'],['22313700.0'],['0.085348174']
['40626.98'],['20622346.0'],['0.07181082']
['38578.56'],['19273456.0'],['0.07010717']
['39746.3'],['23161938.0'],['0.07559556']
['39821.645'],['19164500.0'],['0.065317445']
['40247.98'],['19164500.0'],['23796632.0']
