['49320.316'],['57986176.0'],['0.21589212']
['50982.523'],['45072200.0'],['0.19024475']
['32306.629'],['35013104.0'],['0.15606964']
['28852.896'],['35854172.0'],['0.155143']
['24875.557'],['43115188.0'],['0.17009705']
['26895.08'],['39001680.0'],['0.16411184']
['26724.822'],['33576344.0'],['0.14996217']
['23090.084'],['36138784.0'],['0.15818314']
['23122.57'],['39168372.0'],['0.16322646']
['24945.041'],['40931700.0'],['0.17709531']
['30581.018'],['38452364.0'],['0.16838439']
['24338.143'],['41676004.0'],['0.17636041']
['25169.736'],['45265704.0'],['0.17652404']
['25272.03'],['41268224.0'],['0.17454904']
['25084.977'],['49599316.0'],['0.18047792']
['29738.963'],['60319572.0'],['0.19864511']
['35948.99'],['61911012.0'],['0.21289705']
['41011.12'],['64351760.0'],['0.22362599']
['37469.887'],['57391400.0'],['0.18494645']
['35316.09'],['63464916.0'],['0.25283']
['53848.266'],['54331268.0'],['0.16924298']
['32808.81'],['58736170.0'],['0.18609925']
['34301.324'],['60583340.0'],['0.1948379']
['37642.43'],['60583340.0'],['58188250.0']
