['17740.54'],['3942271.2'],['0.025823845']
['10717.317'],['2936052.8'],['0.023777882']
['3526.902'],['5159343.5'],['0.032611575']
['11232.264'],['4482011.5'],['0.027866798']
['12858.219'],['4896197.0'],['0.029693615']
['12305.434'],['5250026.5'],['0.027189387']
['11745.124'],['3479023.2'],['0.023405906']
['7880.812'],['5009489.5'],['0.028343398']
['13099.5205'],['6071670.0'],['0.032355998']
['11428.081'],['5287850.0'],['0.026551072']
['12481.893'],['3786423.2'],['0.023555383']
['6724.2812'],['1963761.4'],['0.015791696']
['6391.9697'],['4536673.0'],['0.02555281']
['12212.655'],['4390582.0'],['0.024718381']
['11710.081'],['4567519.0'],['0.026091354']
['12992.201'],['4156544.0'],['0.024144148']
['12015.894'],['4871933.5'],['0.025958039']
['11361.812'],['2795802.5'],['0.018927498']
['5569.472'],['2494832.2'],['0.019451223']
['5375.845'],['3648681.5'],['0.022333708']
['10687.617'],['4591537.5'],['0.026486054']
['11137.707'],['4695186.5'],['0.025823845']
['12184.623'],['4413715.0'],['0.025823845']
['11251.471'],['4413715.0'],['6148032.5']
