['72478.58'],['62617744.0'],['0.15446366']
['81331.766'],['52964096.0'],['0.12995939']
['60493.113'],['49598950.0'],['0.11968039']
['68201.62'],['46728644.0'],['0.11084182']
['69112.836'],['51879996.0'],['0.11651518']
['68797.37'],['53684724.0'],['0.12652609']
['71904.13'],['53178068.0'],['0.119601935']
['68819.37'],['46691892.0'],['0.10935505']
['70198.83'],['45074836.0'],['0.10600983']
['70184.53'],['41961644.0'],['0.100190945']
['67930.77'],['49029572.0'],['0.11873663']
['68400.94'],['57311536.0'],['0.1418382']
['68560.266'],['46772760.0'],['0.113942966']
['69707.06'],['52101696.0'],['0.13135688']
['76807.39'],['44800196.0'],['0.1131318']
['73643.76'],['54175284.0'],['0.1369694']
['72022.64'],['50930464.0'],['0.13099027']
['72331.15'],['54662860.0'],['0.13569187']
['71256.21'],['57570852.0'],['0.12973763']
['71229.42'],['51091892.0'],['0.12309849']
['73732.38'],['48943280.0'],['0.11842095']
['75313.94'],['54728852.0'],['0.12944148']
['70470.36'],['46005040.0'],['0.117549956']
['72738.23'],['46005040.0'],['51287100.0']
