['1646.2125'],['3082435.0'],['0.017810067']
['3054.1528'],['3857275.0'],['0.017537931']
['1900.5549'],['3372125.2'],['0.017224235']
['1728.6462'],['2814837.8'],['0.01571566']
['1609.2384'],['4874082.5'],['0.019072572']
['2076.796'],['2783859.5'],['0.016565608']
['1546.0847'],['2687530.5'],['0.016479174']
['1949.0107'],['1792449.2'],['0.015180087']
['1743.7979'],['2362955.2'],['0.015883107']
['2907.445'],['3372568.2'],['0.020248286']
['2593.8174'],['3215501.0'],['0.017358178']
['2698.192'],['4161718.5'],['0.018786583']
['2745.2705'],['4734284.0'],['0.020348592']
['2953.624'],['2357788.5'],['0.01762831']
['1801.3964'],['1558324.5'],['0.015883107']
['999.48785'],['3248693.0'],['0.016436078']
['2166.7085'],['3196675.2'],['0.016350126']
['2525.8281'],['3595239.0'],['0.018786583']
['2642.236'],['2976251.5'],['0.016652364']
['2358.0225'],['2652083.0'],['0.017135352']
['2339.5586'],['1853632.8'],['0.015139429']
['2227.1443'],['1882765.1'],['0.015058349']
['1981.1521'],['1690451.1'],['0.014617857']
['2566.084'],['1690451.1'],['1462569.0']
