['65821.29'],['36318092.0'],['0.13238099']
['75405.42'],['34832390.0'],['0.1233406']
['65005.023'],['43101984.0'],['0.14268963']
['67478.414'],['32584270.0'],['0.11517638']
['66842.15'],['48673100.0'],['0.15750459']
['67384.164'],['34637770.0'],['0.12847616']
['72038.72'],['41920076.0'],['0.14593259']
['76321.79'],['21850102.0'],['0.07857632']
['71577.42'],['26596594.0'],['0.083766885']
['73228.34'],['30958660.0'],['0.08968774']
['70305.68'],['32135122.0'],['0.10515971']
['74382.7'],['21542194.0'],['0.07662564']
['73840.805'],['24771952.0'],['0.07575103']
['67467.72'],['23714600.0'],['0.07836075']
['78612.62'],['18124020.0'],['0.0551']
['65492.85'],['26965796.0'],['0.08736849']
['66011.21'],['18819484.0'],['0.07465113']
['65974.59'],['24443736.0'],['0.08706321']
['67445.305'],['27899734.0'],['0.094601154']
['66141.61'],['21966598.0'],['0.069609724']
['64766.625'],['21422714.0'],['0.06441642']
['64933.246'],['20662150.0'],['0.0665121']
['66451.82'],['19659168.0'],['0.06511771']
['67207.18'],['19659168.0'],['22000346.0']
