['769.49817'],['357132.88'],['0.0071299914']
['2001.0623'],['357132.88'],['0.0076402654']
['2001.0623'],['357132.88'],['0.0076402654']
['2001.0623'],['357132.88'],['0.0076402654']
['2001.0623'],['357132.88'],['0.0076402654']
['2001.0623'],['357132.88'],['0.0076402654']
['2001.0623'],['357132.88'],['0.0076402654']
['2001.0623'],['357132.88'],['0.0076402654']
['2001.0623'],['357132.88'],['0.0076402654']
['2001.0623'],['357132.88'],['0.0076402654']
['2001.0623'],['357132.88'],['0.0076402654']
['2001.0623'],['357132.88'],['0.007463324']
['2001.0623'],['357132.88'],['0.0076402654']
['2001.0623'],['357132.88'],['0.0076402654']
['2001.0623'],['357132.88'],['0.0076402654']
['2001.0623'],['357132.88'],['0.0076402654']
['2001.0623'],['357132.88'],['0.0076402654']
['2001.0623'],['163420.08'],['0.008674666']
['516.8316'],['128757.86'],['0.008273523']
['1159.9569'],['129648.27'],['0.008547668']
['1060.338'],['133233.0'],['0.008414005']
['950.1348'],['154255.88'],['0.008674666']
['1053.4955'],['146597.28'],['0.00901721']
['1411.6898'],['146597.28'],['132614.55']
