['36190.777'],['27301182.0'],['0.099561304']
['45174.977'],['25868508.0'],['0.10032707']
['45161.453'],['24397800.0'],['0.09162296']
['35073.324'],['20482852.0'],['0.07515849']
['32537.613'],['21104048.0'],['0.080538124']
['30928.363'],['24711806.0'],['0.08876027']
['32153.045'],['27624352.0'],['0.094060354']
['36796.715'],['23158482.0'],['0.083487384']
['33853.773'],['20664272.0'],['0.08174302']
['31849.156'],['21781402.0'],['0.08762447']
['33128.14'],['26943930.0'],['0.09714099']
['35459.934'],['27038832.0'],['0.10209123']
['38974.64'],['24348962.0'],['0.088102885']
['34083.227'],['27748876.0'],['0.0965495']
['34919.215'],['21015294.0'],['0.078909144']
['30449.906'],['20893120.0'],['0.07636988']
['31820.838'],['24891500.0'],['0.08156237']
['35506.78'],['25566110.0'],['0.08648718']
['37421.074'],['28694740.0'],['0.10455378']
['38486.34'],['24490004.0'],['0.08384788']
['34256.047'],['22872476.0'],['0.07939208']
['33606.695'],['21825014.0'],['0.07751939']
['34429.137'],['20460628.0'],['0.06725149']
['33583.664'],['20460628.0'],['26806540.0']
