['5197.8867'],['4870277.0'],['0.01917316']
['5750.1895'],['1984226.2'],['0.012936988']
['5520.3706'],['1838704.0'],['0.011618221']
['5153.0996'],['1597571.2'],['0.011322485']
['5149.3105'],['2250127.0'],['0.012936988']
['4981.2324'],['1905877.4'],['0.011396511']
['5148.363'],['3340948.0'],['0.016984718']
['5525.948'],['2265424.8'],['0.013154874']
['5268.333'],['1619829.0'],['0.010429403']
['5359.165'],['2062866.6'],['0.012572637']
['5109.162'],['2348171.0'],['0.013299828']
['5812.86'],['5826423.5'],['0.024764573']
['5404.113'],['5143691.0'],['0.020311663']
['5229.0527'],['1539476.9'],['0.0098291']
['5098.717'],['1827688.5'],['0.012353298']
['5264.2515'],['1712615.5'],['0.011100042']
['5225.9067'],['2052018.5'],['0.015938252']
['5051.804'],['1870164.0'],['0.012645627']
['5131.3013'],['1550801.1'],['0.011470475']
['5162.255'],['1610566.2'],['0.010578862']
['4984.098'],['1716937.0'],['0.0106535']
['5033.708'],['2839210.5'],['0.046172913']
['5489.975'],['1233014.4'],['0.038580723']
['3639.3782'],['1233014.4'],['2005699.8']
