['71628.9'],['22118706.0'],['0.13718763']
['58035.703'],['24416330.0'],['0.11830746']
['58330.277'],['27605370.0'],['0.14414886']
['82199.734'],['35214576.0'],['0.1916293']
['76959.15'],['51852720.0'],['0.2417215']
['85980.95'],['28671768.0'],['0.126322']
['85147.54'],['18392284.0'],['0.071728826']
['59419.957'],['17115124.0'],['0.06380595']
['73198.81'],['18842000.0'],['0.06963484']
['70296.54'],['17772108.0'],['0.0639976']
['69333.734'],['16492655.0'],['0.06217554']
['59419.188'],['13434120.0'],['0.049039166']
['57703.54'],['13031061.0'],['0.05986938']
['65292.57'],['20644080.0'],['0.084576026']
['63982.816'],['12982530.0'],['0.07068237']
['69140.57'],['16337137.0'],['0.07855121']
['69800.44'],['17669222.0'],['0.081003286']
['66333.85'],['16748278.0'],['0.077700995']
['61030.242'],['11357184.0'],['0.051369343']
['66316.766'],['19674544.0'],['0.0747668']
['66217.195'],['16170365.0'],['0.064572304']
['63525.973'],['16914850.0'],['0.0712533']
['68495.28'],['17140422.0'],['0.07845679']
['72003.375'],['17140422.0'],['17850530.0']
