['40683.234'],['62098180.0'],['0.23764858']
['55387.297'],['57832570.0'],['0.22027415']
['61159.707'],['58089652.0'],['0.22735626']
['54068.668'],['64728064.0'],['0.2520189']
['52160.215'],['66182840.0'],['0.24421832']
['54313.332'],['65801012.0'],['0.24784054']
['54605.617'],['68584560.0'],['0.25521395']
['62963.746'],['66677390.0'],['0.25161788']
['52430.605'],['67619350.0'],['0.25185496']
['58370.324'],['72746240.0'],['0.2588954']
['56138.637'],['71613920.0'],['0.25893882']
['55799.75'],['57282576.0'],['0.22204095']
['31225.932'],['49350420.0'],['0.18067737']
['30799.824'],['51373750.0'],['0.19596298']
['32818.56'],['50275090.0'],['0.19949594']
['31678.613'],['42167804.0'],['0.17959353']
['35668.613'],['63396864.0'],['0.23682252']
['30292.693'],['56007700.0'],['0.21646717']
['30926.219'],['50922228.0'],['0.20708531']
['28875.766'],['53567756.0'],['0.20659944']
['32500.072'],['48983176.0'],['0.18157323']
['34040.05'],['47310090.0'],['0.17250206']
['35104.4'],['54483144.0'],['0.20646012']
['33759.484'],['54483144.0'],['39199570.0']
