['8888.576'],['11990877.0'],['0.04913385']
['22170.406'],['6659305.5'],['0.03614634']
['7230.5015'],['7241826.5'],['0.04086146']
['8056.983'],['8848633.0'],['0.039712626']
['8201.945'],['8804768.0'],['0.037777137']
['7854.723'],['7373656.5'],['0.040727325']
['7684.2983'],['6603354.0'],['0.0367178']
['7399.8335'],['6545655.5'],['0.03861328']
['8830.863'],['8847930.0'],['0.039302435']
['8193.967'],['7286730.5'],['0.03943944']
['9010.598'],['6971680.0'],['0.03628963']
['7720.255'],['6434731.5'],['0.03366666']
['7043.736'],['8317422.5'],['0.038543984']
['7814.122'],['7623447.5'],['0.038682505']
['8035.0337'],['7183391.5'],['0.03742578']
['8271.076'],['10807800.0'],['0.039302435']
['7805.469'],['8177025.0'],['0.039712626']
['9296.881'],['6625386.5'],['0.032621335']
['8097.5527'],['7200156.5'],['0.035570335']
['7654.3315'],['8376650.5'],['0.03998471']
['8338.863'],['9710576.0'],['0.044761337']
['10148.066'],['10112811.0'],['0.046193816']
['9541.189'],['13868544.0'],['0.057931624']
['9441.903'],['13868544.0'],['8034713.0']
