['7339.9937'],['25203800.0'],['0.1497369']
['45233.633'],['11317359.0'],['0.061336096']
['8989.325'],['13711851.0'],['0.07469933']
['11171.074'],['8033649.5'],['0.04799745']
['10957.397'],['12955518.0'],['0.07053826']
['9864.056'],['12698078.0'],['0.06322562']
['11590.303'],['7583959.5'],['0.04625733']
['10084.504'],['14408115.0'],['0.07149893']
['11474.869'],['7970046.5'],['0.04765093']
['11077.792'],['6237548.0'],['0.041733887']
['9666.858'],['8890858.0'],['0.051336844']
['9252.133'],['6515561.0'],['0.03956178']
['7706.362'],['7524619.0'],['0.042003434']
['9869.687'],['5887837.0'],['0.041733887']
['10760.317'],['6114990.5'],['0.04236215']
['10604.199'],['5793449.5'],['0.04056081']
['10080.754'],['9915950.0'],['0.054689046']
['11177.602'],['5351955.0'],['0.034758344']
['8902.593'],['5766722.5'],['0.03183046']
['8163.9067'],['7576145.5'],['0.04625733']
['9206.001'],['5469677.5'],['0.03097131']
['8683.715'],['7058893.5'],['0.04387809']
['9829.325'],['7983942.5'],['0.041913632']
['8966.703'],['7983942.5'],['2142463.0']
