['28215.832'],['22482822.0'],['0.07945508']
['33245.105'],['20512144.0'],['0.07558968']
['32256.404'],['19557500.0'],['0.06426793']
['26280.309'],['18950438.0'],['0.062026575']
['27369.447'],['18321236.0'],['0.061815947']
['26896.664'],['19051050.0'],['0.066513315']
['25606.432'],['20148694.0'],['0.06715339']
['27714.115'],['17996480.0'],['0.057646725']
['27355.92'],['20122272.0'],['0.068001434']
['27587.172'],['20518898.0'],['0.07116421']
['27372.293'],['19700216.0'],['0.06715339']
['30408.129'],['21138870.0'],['0.07104613']
['32132.54'],['19970202.0'],['0.070040785']
['28612.15'],['18373458.0'],['0.061284266']
['27159.768'],['18566400.0'],['0.06441578']
['27718.94'],['19737142.0'],['0.066420816']
['29783.473'],['18739480.0'],['0.05981193']
['26850.627'],['19320102.0'],['0.06249626']
['30211.535'],['20541914.0'],['0.07100664']
['29299.701'],['20241674.0'],['0.06958625']
['26059.498'],['18468256.0'],['0.06213146']
['26239.73'],['18977300.0'],['0.06436657']
['24449.498'],['18737174.0'],['0.063418224']
['26184.121'],['18737174.0'],['20651098.0']
