['23030.379'],['28866842.0'],['0.10417577']
['47552.324'],['7377689.5'],['0.03453147']
['16313.542'],['9743300.0'],['0.039567757']
['28264.104'],['11175827.0'],['0.042059828']
['25767.992'],['9115040.0'],['0.03758091']
['24162.172'],['9447175.0'],['0.03376109']
['22138.03'],['6511337.5'],['0.028674494']
['15076.246'],['10147287.0'],['0.04310958']
['18201.86'],['9296844.0'],['0.040897734']
['18787.352'],['9109648.0'],['0.035407968']
['19492.56'],['8120917.5'],['0.03237737']
['15484.324'],['9533021.0'],['0.042952523']
['14797.935'],['10663200.0'],['0.047092088']
['21463.756'],['9010299.0'],['0.0376349']
['17294.291'],['6469682.5'],['0.029014125']
['14974.88'],['11354929.0'],['0.039514348']
['14941.647'],['8769855.0'],['0.03320884']
['16550.723'],['6661446.0'],['0.030647185']
['14366.114'],['8251575.0'],['0.034641266']
['14930.85'],['7577999.5'],['0.0328767']
['18245.217'],['7379574.5'],['0.03165375']
['21187.799'],['10084849.0'],['0.039086506']
['29522.193'],['8777749.0'],['0.03600813']
['20721.33'],['8777749.0'],['10164586.0']
