['37330.28'],['27463342.0'],['0.08080527']
['50895.867'],['18173216.0'],['0.082510605']
['35625.414'],['18281568.0'],['0.08410087']
['37865.574'],['17053942.0'],['0.08108126']
['35335.32'],['16567707.0'],['0.07872743']
['35097.95'],['17230768.0'],['0.08293763']
['36717.434'],['16457368.0'],['0.07915883']
['36854.793'],['15891930.0'],['0.07996329']
['37627.13'],['18884204.0'],['0.08404383']
['36038.49'],['17595634.0'],['0.08091722']
['36034.332'],['18508968.0'],['0.08080527']
['37596.734'],['17752482.0'],['0.081691496']
['37693.87'],['17831440.0'],['0.0826606']
['35354.305'],['18626202.0'],['0.08276805']
['36777.715'],['18150622.0'],['0.08293763']
['34831.61'],['23412254.0'],['0.08184215']
['35097.125'],['21902312.0'],['0.08318834']
['35201.73'],['17700516.0'],['0.082510605']
['36432.44'],['19401456.0'],['0.08332368']
['34272.58'],['18722064.0'],['0.0830648']
['34324.824'],['16046926.0'],['0.08164341']
['34520.992'],['21886108.0'],['0.08279863']
['35189.367'],['16385148.0'],['0.079834566']
['34070.41'],['16385148.0'],['24103550.0']
