['15503.252'],['11620856.0'],['0.04079487']
['26844.65'],['9903198.0'],['0.028339168']
['17927.521'],['9606248.0'],['0.026982108']
['19813.582'],['10875622.0'],['0.032859463']
['20017.5'],['10145594.0'],['0.036271125']
['19086.393'],['11781656.0'],['0.03779774']
['20459.523'],['12839860.0'],['0.039780777']
['22024.877'],['12271869.0'],['0.037698474']
['21102.963'],['12359765.0'],['0.03858236']
['20020.943'],['10177414.0'],['0.03135722']
['22173.352'],['10053237.0'],['0.0309153']
['22151.64'],['11265060.0'],['0.03506295']
['21729.045'],['12428289.0'],['0.03789553']
['20962.896'],['10778847.0'],['0.033785194']
['19621.027'],['11625529.0'],['0.035196844']
['20526.809'],['11404013.0'],['0.03436933']
['21907.717'],['10753192.0'],['0.032859463']
['21820.969'],['11859934.0'],['0.037339322']
['21638.023'],['11218942.0'],['0.036028557']
['21399.787'],['11138040.0'],['0.035589']
['22083.041'],['11490497.0'],['0.036448978']
['23767.371'],['11098021.0'],['0.03584253']
['24018.156'],['11442984.0'],['0.034440514']
['20323.291'],['11442984.0'],['8404223.0']
