['21313.484'],['30947832.0'],['0.118275635']
['51978.25'],['29583684.0'],['0.11464484']
['27919.584'],['29009634.0'],['0.11522052']
['29254.293'],['29716654.0'],['0.11685572']
['29611.676'],['28905686.0'],['0.113011695']
['30339.986'],['30134164.0'],['0.11841861']
['28357.926'],['27705640.0'],['0.11685572']
['29411.402'],['29024090.0'],['0.107782505']
['34166.098'],['32627566.0'],['0.11912667']
['29806.111'],['30811586.0'],['0.11639756']
['32989.477'],['23863288.0'],['0.107894056']
['30357.404'],['25534464.0'],['0.11384522']
['25322.857'],['27058498.0'],['0.11219434']
['27348.506'],['28257226.0'],['0.11733013']
['27916.781'],['28990912.0'],['0.117487974']
['29004.373'],['26872092.0'],['0.11328428']
['28523.557'],['27787398.0'],['0.11149879']
['29580.318'],['30296590.0'],['0.11796422']
['25307.62'],['28357200.0'],['0.11724829']
['24954.791'],['27185788.0'],['0.113661736']
['30783.943'],['28118040.0'],['0.1096948']
['31410.158'],['28064382.0'],['0.10639432']
['29919.32'],['26804594.0'],['0.10510339']
['31062.34'],['26804594.0'],['23771878.0']
