['25458.576'],['18263794.0'],['0.057246145']
['26719.717'],['14151429.0'],['0.051234677']
['24269.52'],['8303076.5'],['0.03760178']
['24136.77'],['8728020.0'],['0.036186997']
['24675.512'],['9966581.0'],['0.041437592']
['24218.08'],['12476264.0'],['0.047900982']
['24313.332'],['12121647.0'],['0.04662099']
['24601.121'],['9227863.0'],['0.04040044']
['24295.025'],['12278199.0'],['0.04825326']
['24560.89'],['10642707.0'],['0.04199985']
['24998.713'],['15040302.0'],['0.05290804']
['26154.047'],['16998084.0'],['0.057438444']
['25057.957'],['13237858.0'],['0.048077863']
['25122.307'],['13602093.0'],['0.049108107']
['24769.252'],['10206407.0'],['0.04330901']
['24527.27'],['13603421.0'],['0.050631877']
['25857.72'],['10453916.0'],['0.044765264']
['25046.082'],['11004816.0'],['0.043942437']
['24514.371'],['13204234.0'],['0.046049833']
['24038.01'],['9606444.0'],['0.03884494']
['24409.836'],['10959586.0'],['0.044253897']
['25292.299'],['12161824.0'],['0.04652675']
['24703.38'],['13699446.0'],['0.050006192']
['24733.629'],['13699446.0'],['17372360.0']
