['1059.0815'],['338974.22'],['0.0150498245']
['1112.2137'],['211218.48'],['0.015807608']
['1324.4138'],['202255.47'],['0.015807608']
['1397.6235'],['221554.33'],['0.01593805']
['1266.1677'],['209873.69'],['0.01584063']
['1309.0417'],['200467.69'],['0.01584063']
['1404.438'],['210621.06'],['0.015824152']
['1292.4708'],['221071.9'],['0.01593805']
['1934.3074'],['220381.08'],['0.015921982']
['1771.9366'],['226676.58'],['0.015985841']
['1974.6033'],['211467.0'],['0.015969977']
['1816.466'],['219412.17'],['0.015873374']
['1859.8868'],['232164.25'],['0.015969977']
['1811.5776'],['204295.83'],['0.015857037']
['1574.2698'],['207063.61'],['0.01584063']
['1383.9695'],['200556.8'],['0.015857037']
['1266.1677'],['221981.72'],['0.016001636']
['1249.0846'],['203310.62'],['0.015921982']
['1406.3295'],['298984.16'],['0.016259853']
['1435.3755'],['209670.19'],['0.015905848']
['1283.5875'],['211063.95'],['0.015905848']
['1254.1372'],['199381.02'],['0.01584063']
['1217.8962'],['219351.36'],['0.015857037']
['1202.2401'],['219351.36'],['205459.06']
