['40822.184'],['36154052.0'],['0.1873024']
['54918.418'],['26643164.0'],['0.12679395']
['45284.86'],['19515034.0'],['0.09689868']
['43426.05'],['25433144.0'],['0.13721173']
['42769.344'],['24465526.0'],['0.13216293']
['45322.105'],['26463658.0'],['0.12322132']
['44244.594'],['29835924.0'],['0.14669797']
['49436.117'],['20725742.0'],['0.09355235']
['43576.746'],['24893188.0'],['0.11093007']
['43583.484'],['21970332.0'],['0.11513']
['42001.816'],['32955204.0'],['0.14279911']
['46213.555'],['32609804.0'],['0.13335323']
['46586.42'],['22271466.0'],['0.08829999']
['42904.04'],['25548118.0'],['0.113288015']
['42371.355'],['27653172.0'],['0.11911629']
['42879.086'],['20908908.0'],['0.100911334']
['42835.965'],['21513688.0'],['0.10651041']
['40865.715'],['25402252.0'],['0.11737779']
['46560.625'],['21326388.0'],['0.10693768']
['50462.574'],['25316804.0'],['0.12541804']
['43375.75'],['26715554.0'],['0.13232188']
['42604.79'],['26209474.0'],['0.1182895']
['40842.4'],['26959400.0'],['0.1168795']
['39031.863'],['26959400.0'],['20808158.0']
