['65.0'],['113039440.0'],['0.29543385']
['52760.664'],['105050690.0'],['0.29200274']
['37944.676'],['111099660.0'],['0.3108915']
['57883.12'],['112309670.0'],['0.31702945']
['67464.66'],['118549610.0'],['0.34298363']
['63989.242'],['115369704.0'],['0.31412']
['58507.73'],['116030500.0'],['0.31021306']
['49040.344'],['119977200.0'],['0.33318245']
['60622.32'],['122069340.0'],['0.34773335']
['66851.16'],['112669210.0'],['0.30352885']
['57489.242'],['118726560.0'],['0.30022955']
['50288.45'],['91233180.0'],['0.22120881']
['38722.84'],['89823100.0'],['0.21479644']
['37459.047'],['79774480.0'],['0.18756235']
['30135.625'],['81515864.0'],['0.17836012']
['13475.8545'],['56031950.0'],['0.115224026']
['1887.4702'],['45406668.0'],['0.08677359']
['65.0'],['32604300.0'],['0.055142492']
['65.0'],['2084363.9'],['0.011005712']
['65.0'],['927300.1'],['0.008692923']
['65.0'],['392679.72'],['0.0083']
['65.0'],['338987.22'],['0.0083']
['65.0'],['325895.88'],['0.0083']
['65.0'],['325895.88'],['1775834.4']
