['4806.304'],['3900469.0'],['0.025365941']
['4709.429'],['2613313.2'],['0.017589424']
['3367.6772'],['2942900.0'],['0.018815124']
['4147.052'],['1972329.1'],['0.015448569']
['3735.263'],['2537790.8'],['0.016551593']
['3744.3882'],['2590898.8'],['0.018438475']
['4177.6167'],['3021394.2'],['0.019302791']
['4574.8916'],['4455940.0'],['0.02641533']
['5823.4736'],['4470052.0'],['0.025099557']
['5656.1733'],['4019907.0'],['0.023886282']
['5660.5747'],['4507865.0'],['0.024498232']
['5327.195'],['3208791.0'],['0.0203968']
['5720.9053'],['3447550.0'],['0.02083142']
['4927.4624'],['2981967.2'],['0.018690623']
['4471.1084'],['2817158.8'],['0.019481467']
['4361.891'],['2124659.0'],['0.015971623']
['3553.9246'],['3500456.8'],['0.021506224']
['4267.3657'],['3476939.0'],['0.021199532']
['4696.678'],['3550081.5'],['0.021804923']
['4376.448'],['3569227.0'],['0.02083142']
['4711.2466'],['4729451.0'],['0.025838163']
['4821.609'],['3863521.8'],['0.023396434']
['4787.9683'],['3896204.2'],['0.021853946']
['5151.3843'],['3896204.2'],['3043447.8']
