['20119.885'],['18390804.0'],['0.06660798']
['11396.358'],['18858516.0'],['0.059096638']
['11617.546'],['23950948.0'],['0.068550594']
['20055.438'],['18562562.0'],['0.059726667']
['19222.967'],['17636412.0'],['0.053072132']
['19574.445'],['12753600.0'],['0.04818504']
['19505.895'],['3452193.8'],['0.024303233']
['10700.847'],['9878869.0'],['0.038318627']
['19345.291'],['9119962.0'],['0.038318627']
['19969.178'],['12481779.0'],['0.042711362']
['19224.115'],['5628218.5'],['0.030986046']
['9879.959'],['5800170.0'],['0.030382045']
['13133.108'],['13744075.0'],['0.043261085']
['17780.672'],['11209368.0'],['0.0384137']
['17681.857'],['6199402.0'],['0.030382045']
['14067.071'],['5888651.5'],['0.029267933']
['14152.367'],['7327158.0'],['0.03288162']
['13021.587'],['5303188.0'],['0.021971181']
['11737.2705'],['6409055.0'],['0.028349863']
['9945.28'],['6815140.0'],['0.032683313']
['17940.715'],['3784074.2'],['0.023353534']
['13418.488'],['5874586.0'],['0.024933051']
['11584.034'],['8185757.0'],['0.029572649']
['13106.705'],['8185757.0'],['16218203.0']
