['15723.075'],['13530334.0'],['0.07060664']
['22879.82'],['4393460.5'],['0.052349128']
['10247.142'],['5169331.5'],['0.03138746']
['13223.588'],['6102903.0'],['0.034943383']
['13885.968'],['5873875.5'],['0.029390927']
['12526.469'],['9021322.0'],['0.05201147']
['11635.854'],['5522480.0'],['0.029845672']
['12351.174'],['5444333.0'],['0.028999314']
['13378.932'],['4662082.5'],['0.027548842']
['11748.552'],['5476277.0'],['0.028276948']
['12174.57'],['3983823.5'],['0.024097074']
['12178.871'],['5663136.0'],['0.03094053']
['13246.112'],['7244449.0'],['0.038588375']
['16305.933'],['7718941.5'],['0.03882173']
['15834.536'],['5911765.0'],['0.033277366']
['16651.123'],['7951564.0'],['0.040264707']
['16751.59'],['7188172.5'],['0.040150248']
['16996.77'],['10013317.0'],['0.0500471']
['16513.889'],['9569553.0'],['0.04378463']
['16511.91'],['10117939.0'],['0.04677754']
['16038.393'],['8865827.0'],['0.04290624']
['15848.89'],['8931475.0'],['0.039344274']
['17100.406'],['6166285.0'],['0.032651965']
['17022.0'],['6166285.0'],['8311140.0']
