['16547.44'],['5645878.5'],['0.023555227']
['9376.855'],['3767101.2'],['0.016283246']
['6035.0664'],['8756837.0'],['0.031842485']
['16769.8'],['7789558.0'],['0.028269002']
['17032.37'],['10083001.0'],['0.035020575']
['17732.508'],['11957878.0'],['0.036425848']
['18780.537'],['6386207.0'],['0.02384839']
['8519.64'],['10384982.0'],['0.032870226']
['17630.088'],['8527154.0'],['0.030426808']
['16460.072'],['9148249.0'],['0.031164931']
['17763.283'],['5107790.5'],['0.021408953']
['7520.065'],['4159129.5'],['0.017564226']
['6580.249'],['8422289.0'],['0.029787105']
['17067.986'],['9764506.0'],['0.03685471']
['17739.814'],['10334304.0'],['0.036521442']
['17591.867'],['9482691.0'],['0.034229822']
['16759.627'],['10752343.0'],['0.03839819']
['18468.545'],['4143671.5'],['0.01882521']
['6722.8813'],['4947410.5'],['0.021105895']
['6778.3594'],['6678694.5'],['0.028978286']
['15262.125'],['7702762.5'],['0.031478588']
['15054.516'],['7985326.5'],['0.031112505']
['15681.853'],['7392080.5'],['0.031007506']
['17297.865'],['7392080.5'],['9979874.0']
