['41386.34'],['33298916.0'],['0.095354155']
['39052.816'],['20190494.0'],['0.079873845']
['34585.55'],['24625600.0'],['0.09083902']
['40665.906'],['25254944.0'],['0.08759148']
['43414.797'],['22502834.0'],['0.08683267']
['41897.266'],['25553894.0'],['0.09083902']
['43779.305'],['33865224.0'],['0.0971458']
['42565.348'],['31307950.0'],['0.09723861']
['47807.81'],['24877490.0'],['0.09063']
['45180.414'],['24170016.0'],['0.08705306']
['45770.734'],['24423880.0'],['0.09083902']
['36540.05'],['29171436.0'],['0.09703158']
['36875.47'],['26215526.0'],['0.089799225']
['43040.504'],['29061490.0'],['0.09605991']
['43235.855'],['26789366.0'],['0.09144256']
['40532.785'],['29063648.0'],['0.09375848']
['43339.17'],['25513076.0'],['0.087905996']
['38735.73'],['24251788.0'],['0.082350455']
['36090.62'],['22241548.0'],['0.08471623']
['34579.785'],['25023468.0'],['0.08615401']
['43473.582'],['26093454.0'],['0.09348978']
['42587.234'],['30616028.0'],['0.094963714']
['43781.293'],['22543492.0'],['0.08025331']
['40143.9'],['22543492.0'],['30882890.0']
