['151144.31'],['40711350.0'],['0.16415915']
['153772.73'],['30148288.0'],['0.11890073']
['116306.29'],['32947436.0'],['0.13261542']
['140529.12'],['34022816.0'],['0.13261542']
['140247.02'],['32813916.0'],['0.12709695']
['140482.11'],['35990470.0'],['0.13890672']
['142581.38'],['32360348.0'],['0.1243457']
['147675.67'],['31725664.0'],['0.12156706']
['147040.72'],['38815068.0'],['0.15485814']
['152355.27'],['34667680.0'],['0.13453537']
['148217.5'],['29697784.0'],['0.12163272']
['127318.59'],['29013110.0'],['0.11629337']
['123823.71'],['34048596.0'],['0.13175198']
['149181.5'],['32989282.0'],['0.12795317']
['148825.55'],['34122028.0'],['0.13192548']
['144263.53'],['33271854.0'],['0.13011311']
['144735.22'],['30446100.0'],['0.12084174']
['130506.086'],['33880988.0'],['0.13140379']
['132092.56'],['33724770.0'],['0.13678323']
['128142.85'],['30831454.0'],['0.13838221']
['139494.2'],['35534572.0'],['0.1411146']
['146928.8'],['32584870.0'],['0.13215618']
['139691.14'],['30537380.0'],['0.12721984']
['143158.52'],['30537380.0'],['37933108.0']
