['51435.707'],['74991420.0'],['0.29616204']
['68534.99'],['50193540.0'],['0.2081267']
['37176.535'],['51737840.0'],['0.17926502']
['44275.555'],['48370084.0'],['0.16343623']
['46303.7'],['57031404.0'],['0.20125468']
['45786.734'],['49320736.0'],['0.17236671']
['46015.895'],['63391056.0'],['0.22959527']
['43311.43'],['55757480.0'],['0.18458308']
['45403.4'],['54324372.0'],['0.18636546']
['47477.664'],['55613360.0'],['0.20190045']
['45549.812'],['48691468.0'],['0.16891035']
['38790.88'],['38906690.0'],['0.1413676']
['36178.133'],['30986102.0'],['0.11890606']
['40263.31'],['31394972.0'],['0.12433701']
['42495.37'],['41159324.0'],['0.15806201']
['41868.67'],['40997984.0'],['0.14270708']
['44153.145'],['47109090.0'],['0.15659103']
['42346.02'],['38811628.0'],['0.15603793']
['43668.176'],['43141890.0'],['0.16107762']
['41514.477'],['43203090.0'],['0.16107762']
['43380.027'],['43043696.0'],['0.15363161']
['43981.992'],['44064284.0'],['0.14783116']
['45160.305'],['37464190.0'],['0.12383706']
['46108.203'],['37464190.0'],['42287612.0']
