['58499.523'],['27774292.0'],['0.11707654']
['52669.934'],['26577154.0'],['0.10777871']
['53122.31'],['26150958.0'],['0.09653073']
['55778.066'],['26018366.0'],['0.10043724']
['54798.605'],['26889830.0'],['0.10554028']
['56747.71'],['27619076.0'],['0.11197706']
['57899.637'],['26301028.0'],['0.098577686']
['51454.22'],['26761290.0'],['0.10470099']
['56854.42'],['26583650.0'],['0.10460662']
['56977.656'],['27907716.0'],['0.11511572']
['58633.04'],['28589566.0'],['0.11748037']
['49733.613'],['27109828.0'],['0.1117087']
['49788.01'],['28435118.0'],['0.114876345']
['57557.48'],['27667214.0'],['0.11298974']
['57094.652'],['27837196.0'],['0.10747344']
['56406.555'],['27749242.0'],['0.109473675']
['57537.734'],['27247358.0'],['0.11069067']
['57593.12'],['27763984.0'],['0.11212932']
['49333.676'],['26031810.0'],['0.098739974']
['51446.75'],['28232384.0'],['0.11317341']
['54354.824'],['27487252.0'],['0.10829601']
['54512.33'],['27503476.0'],['0.11000667']
['55736.54'],['27541148.0'],['0.106586754']
['53774.824'],['27541148.0'],['28303732.0']
