['38653.758'],['21164400.0'],['0.08250194']
['43242.64'],['21167560.0'],['0.08038902']
['42408.94'],['21259184.0'],['0.07854211']
['38200.164'],['21267420.0'],['0.07817713']
['38501.54'],['21279800.0'],['0.075885214']
['38090.727'],['21266398.0'],['0.07754831']
['37639.83'],['21236898.0'],['0.0798923']
['39462.55'],['21227166.0'],['0.07864895']
['41072.133'],['20495664.0'],['0.08880764']
['40873.39'],['21281480.0'],['0.07407478']
['39635.75'],['21251428.0'],['0.07633395']
['42619.348'],['21268196.0'],['0.07702193']
['46655.957'],['21275160.0'],['0.0814878']
['47752.914'],['21162796.0'],['0.084236935']
['44969.88'],['21255764.0'],['0.07830626']
['40101.316'],['21149496.0'],['0.08291296']
['39369.668'],['20931464.0'],['0.087172545']
['38560.703'],['21145816.0'],['0.085300475']
['41237.957'],['21100774.0'],['0.08531889']
['41871.832'],['21026178.0'],['0.08572203']
['40224.973'],['21134702.0'],['0.08220602']
['39335.098'],['21101248.0'],['0.084236935']
['40335.87'],['21228684.0'],['0.08073774']
['40702.387'],['21228684.0'],['21238042.0']
