['13172.217'],['3529890.0'],['0.030877078']
['11688.224'],['2321020.5'],['0.02942801']
['15565.185'],['2698141.0'],['0.030877078']
['13389.08'],['2428102.8'],['0.02965011']
['12173.666'],['2386017.8'],['0.028865034']
['12765.465'],['2300343.5'],['0.028356796']
['12910.399'],['2357963.0'],['0.029501932']
['14144.982'],['2333034.8'],['0.029206924']
['13621.803'],['2709920.8'],['0.030624242']
['12814.547'],['2234873.5'],['0.028021041']
['13765.444'],['2662568.2'],['0.029972708']
['14328.56'],['2327416.5'],['0.02881639']
['14522.318'],['2404261.2'],['0.02925597']
['13208.859'],['2961518.5'],['0.03138649']
['13713.406'],['2619622.0'],['0.030047456']
['13244.799'],['2500363.0'],['0.029501932']
['14023.245'],['2296130.8'],['0.028670767']
['14104.903'],['2312429.5'],['0.028913725']
['15008.858'],['2681234.0'],['0.030022526']
['14253.362'],['2711861.5'],['0.03190088']
['13302.652'],['2447114.8'],['0.029501932']
['13171.584'],['3404045.8'],['0.03276048']
['14072.529'],['3224705.5'],['0.033500392']
['13921.206'],['3224705.5'],['3357267.5']
