2017/12/4,1561,1051,964646.803,0.0198
2017/12/5,1561,1051,964646.803,0.0198
2017/12/6,1561,1051,964646.803,0.0198
2017/12/7,1561,1051,964646.803,0.0198
2017/12/8,1561,1051,964646.803,0.0198
2017/12/9,1561,1051,964646.803,0.0198
2017/12/10,1561,1051,964646.803,0.0198
2017/12/11,1561,1051,964646.803,0.0198
2017/12/12,1561,1051,964646.803,0.0198
2017/12/13,1561,1982,837090.362,0.0148
2017/12/14,1561,2124,1950697.833,0.0182
2017/12/15,1561,1562,1188037.574,0.0157
2017/12/16,1561,1060,619282.918,0.013
2017/12/17,1561,644,689354.191,0.0144
2017/12/18,1561,1816,1040048.866,0.0155
2017/12/19,1561,1875,2943334.814,0.0205
2017/12/20,1561,1543,796931.688,0.0144
2017/12/21,1561,1973,1335549.092,0.0175
2017/12/22,1561,1754,1610761.411,0.0178
2017/12/23,1561,1097,1387102.689,0.0169
2017/12/24,1561,570,226654.256,0.0119
2017/12/25,1561,1984,1189891.847,0.0164
2017/12/26,1561,1874,1112695.768,0.0154
2017/12/27,1561,1998,763481.052,0.0144
2017/12/28,1561,1309,920831.871,0.0145
2017/12/29,1561,1431,765966.259,0.014
2017/12/30,1561,656,898554.769,0.015
2018/2/1,1561,2147,517167.974,0.0135
2018/2/2,1561,2070,543212.92,0.0137
2018/2/3,1561,741,180957.693,0.0122
2018/2/4,1561,597,399668.35,0.0126
2018/2/5,1561,1272,447957.703,0.0131
2018/2/6,1561,1265,536964.572,0.0135
2018/2/7,1561,1709,803763.56,0.0141
2018/2/8,1561,1650,447905.901,0.0132
2018/2/9,1561,1703,763056.249,0.0141
2018/2/10,1561,519,127899.569,0.0116
2018/2/11,1561,866,616058.284,0.0133
2018/2/12,1561,1223,210297.337,0.0122
2018/2/13,1561,817,150189.509,0.0118
2018/2/14,1561,404,92435.499,0.0115
2018/2/15,1561,49,8108.271,0.0112
2018/2/16,1561,131,7802.155,0.0111
2018/2/17,1561,21,531.731,0.0111
2018/2/18,1561,17,1079.619,0.0111
2018/2/19,1561,123,5931.086,0.0111
2018/2/20,1561,227,17475.508,0.0112
2018/2/21,1561,61,4675.265,0.0112
2018/2/22,1561,367,63743.71,0.0114
2018/2/23,1561,426,46388.397,0.0115
2018/2/24,1561,457,130211.235,0.0118
2017/12/31,1561,452,1366554.383,0.0178
2018/2/28,1561,1399,848204.13,0.0143
2018/3/31,1561,929,719104.156,0.0142
2018/1/1,1561,426,737439.243,0.015
2018/1/2,1561,1686,668474.946,0.0147
2018/1/3,1561,1681,1243061.25,0.0172
2018/1/4,1561,1318,509140.057,0.0136
2018/1/5,1561,1739,1917877.488,0.017
2018/1/6,1561,1018,324989.569,0.0126
2018/1/10,1561,1724,1418898.138,0.0171
2018/1/11,1561,2157,1120434.452,0.0159
2018/1/12,1561,1728,739857.731,0.0145
2018/1/13,1561,1310,288112.361,0.0129
2018/1/14,1561,425,409463.842,0.0126
2018/1/15,1561,2138,1071102.14,0.0156
2018/1/16,1561,2020,1336504.77,0.0169
2018/1/17,1561,2201,1310227.329,0.018
2018/1/18,1561,1852,734159.245,0.0147
2018/1/19,1561,1974,468695.582,0.0135
2018/1/20,1561,996,704701.608,0.0154
2018/1/21,1561,535,30867.208,0.0114
2018/1/22,1561,2243,351607.743,0.0132
2018/1/23,1561,1557,462322.425,0.0142
2018/1/24,1561,1557,462322.425,0.0142
2018/1/25,1561,1557,462322.425,0.0142
2018/1/26,1561,1557,462322.425,0.0142
2018/1/27,1561,1557,462322.425,0.0142
2018/1/28,1561,291,57945.044,0.0119
2018/1/29,1561,2199,783569.083,0.015
2018/1/30,1561,1995,2042332.316,0.0184
