2017/12/4,1948,0,0.0,/0
2017/12/5,1948,0,0.0,/0
2017/12/6,1948,0,0.0,/0
2017/12/7,1948,0,0.0,/0
2017/12/8,1948,0,0.0,/0
2017/12/9,1948,0,0.0,/0
2017/12/10,1948,0,0.0,/0
2017/12/11,1948,0,0.0,/0
2017/12/12,1948,0,0.0,/0
2017/12/13,1948,0,0.0,/0
2017/12/14,1948,0,0.0,/0
2017/12/15,1948,0,0.0,/0
2017/12/16,1948,0,0.0,/0
2017/12/17,1948,0,0.0,/0
2017/12/18,1948,0,0.0,/0
2017/12/19,1948,0,0.0,/0
2017/12/20,1948,0,0.0,/0
2017/12/21,1948,0,0.0,/0
2017/12/22,1948,0,0.0,/0
2017/12/23,1948,0,0.0,/0
2017/12/24,1948,0,0.0,/0
2017/12/25,1948,0,0.0,/0
2017/12/26,1948,0,0.0,/0
2017/12/27,1948,0,0.0,/0
2017/12/28,1948,0,0.0,/0
2017/12/29,1948,0,0.0,/0
2017/12/30,1948,0,0.0,/0
2018/2/1,1948,0,0.0,/0
2018/2/2,1948,0,0.0,/0
2018/2/3,1948,0,0.0,/0
2018/2/4,1948,0,0.0,/0
2018/2/5,1948,536,1577807.596,0.0356
2018/2/6,1948,790,2766937.1769999997,0.0324
2018/2/7,1948,865,381901.16299999994,0.0209
2018/2/8,1948,770,319789.979,0.0183
2018/2/9,1948,780,1103763.746,0.0212
2018/2/10,1948,650,3134577.3789999997,0.029
2018/2/11,1948,608,372789.689,0.0199
2018/2/12,1948,675,361986.652,0.0221
2018/2/13,1948,678,387183.586,0.0191
2018/2/14,1948,525,410406.36,0.0185
2018/2/15,1948,483,135236.947,0.0168
2018/2/16,1948,443,368924.117,0.0181
2018/2/17,1948,464,348158.374,0.019
2018/2/18,1948,458,435485.601,0.0199
2018/2/19,1948,423,232443.65600000002,0.0198
2018/2/20,1948,531,498767.99700000003,0.02
2018/2/21,1948,439,983309.807,0.0197
2018/2/22,1948,534,2031714.865,0.0267
2018/2/23,1948,644,530857.095,0.0209
2018/2/24,1948,713,975528.5,0.0204
2017/12/31,1948,0,0.0,/0
2018/2/28,1948,254,1799432.975,0.0241
2018/3/31,1948,2839,8274816.935,0.0766
2018/1/1,1948,0,0.0,/0
2018/1/2,1948,0,0.0,/0
2018/1/3,1948,0,0.0,/0
2018/1/4,1948,0,0.0,/0
2018/1/5,1948,0,0.0,/0
2018/1/6,1948,0,0.0,/0
2018/1/10,1948,0,0.0,/0
2018/1/11,1948,0,0.0,/0
2018/1/12,1948,0,0.0,/0
2018/1/13,1948,0,0.0,/0
2018/1/14,1948,0,0.0,/0
2018/1/15,1948,0,0.0,/0
2018/1/16,1948,0,0.0,/0
2018/1/17,1948,0,0.0,/0
2018/1/18,1948,0,0.0,/0
2018/1/19,1948.0,0.0,0.0,/0
2018/1/20,1948.0,0.0,0.0,/0
2018/1/21,1948.0,0.0,0.0,/0
2018/1/22,1948,0,0.0,/0
2018/1/23,1948,0,0.0,/0
2018/1/24,1948,0,0.0,/0
2018/1/25,1948,0,0.0,/0
2018/1/26,1948,0,0.0,/0
2018/1/27,1948,0,0.0,/0
2018/1/28,1948,0,0.0,/0
2018/1/29,1948,0,0.0,/0
2018/1/30,1948,0,0.0,/0
