2017/12/4,1766,41403,64490913.87,0.2131
2017/12/5,1766,41356,49833698.58,0.1479
2017/12/6,1766,40118,50125085.05,0.1766
2017/12/7,1766,39986,43306354.49,0.1615
2017/12/8,1766,38156,39432111.15,0.1568
2017/12/9,1766,38346,46163439.8,0.1944
2017/12/10,1766,42587,45534433.75,0.1846
2017/12/11,1766,41395,48864969.06,0.1792
2017/12/12,1766,40710,46439799.79,0.1713
2017/12/13,1766,42787,45403686.15,0.1718
2017/12/14,1766,40341,37725262.38,0.1362
2017/12/15,1766,41821,33281551.87,0.1279
2017/12/16,1766,44285,48249911.27,0.172
2017/12/17,1766,38978,51304521.19,0.1947
2017/12/18,1766,40610,37383564.62,0.1477
2017/12/19,1766,35637,32553414.06,0.1219
2017/12/20,1766,36520,34790555.22,0.1383
2017/12/21,1766,37589,32785389.33,0.1261
2017/12/22,1766,37908,28820877.0,0.1094
2017/12/23,1766,39278,39994708.26,0.1614
2017/12/24,1766,36177,42760296.41,0.173
2017/12/25,1766,41154,28638779.78,0.1147
2017/12/26,1766,40060,40560050.13,0.1351
2017/12/27,1766,43245,34971069.92,0.1352
2017/12/28,1766,42955,40266917.09,0.1568
2017/12/29,1766,39640,36103587.82,0.1521
2017/12/30,1766,38382,37391899.12,0.1398
2018/2/1,1766,29282,36403646.27,0.1621
2018/2/2,1766,28224,34566805.95,0.1518
2018/2/3,1766,26886,37554293.13,0.1524
2018/2/4,1766,28266,32408004.0,0.16
2018/2/5,1766,26917,41844555.02,0.1906
2018/2/6,1766,29649,37669634.48,0.1567
2018/2/7,1766,34137,48316864.03,0.1802
2018/2/8,1766,32392,46255098.14,0.1754
2018/2/9,1766,30427,42727048.31,0.1522
2018/2/10,1766,33059,26819598.26,0.1129
2018/2/11,1766,30143,32957828.75,0.1238
2018/2/12,1766,30008,25947344.89,0.1139
2018/2/13,1766,31210,24248576.62,0.1001
2018/2/14,1766,26562,18022002.97,0.0754
2018/2/15,1766,27352,20987529.29,0.0731
2018/2/16,1766,25337,28037710.81,0.088
2018/2/17,1766,26337,12344204.92,0.0557
2018/2/18,1766,22914,19783708.54,0.0762
2018/2/19,1766,24696,32823740.13,0.1162
2018/2/20,1766,26462,33401979.19,0.1132
2018/2/21,1766,28415,27166847.27,0.0944
2018/2/22,1766,28993,26026628.75,0.0949
2018/2/23,1766,30942,58099012.0,0.215
2018/2/24,1766,30725,43272194.61,0.1495
2017/12/31,1766,34611,36071515.42,0.128
2018/2/28,1766,31517,27390789.51,0.1005
2018/3/31,1766,53265,52004972.11,0.2908
2018/1/1,1766,39064,38477725.74,0.1381
2018/1/2,1766,35101,29664089.59,0.0958
2018/1/3,1766,38805,33737963.49,0.1157
2018/1/4,1766,37953,30046478.56,0.1227
2018/1/5,1766,40519,33568822.96,0.1487
2018/1/6,1766,42711,47016792.5,0.1995
2018/1/10,1766,36777,53960278.08,0.1719
2018/1/11,1766,38629,50360785.09,0.1836
2018/1/12,1766,38959,45720567.13,0.1723
2018/1/13,1766,39957,46209381.7,0.1922
2018/1/14,1766,40178,42293253.03,0.1799
2018/1/15,1766,36095,39242713.75,0.1548
2018/1/16,1766,38434,42333599.41,0.1516
2018/1/17,1766,35707,47377701.98,0.1747
2018/1/18,1766,37816,46419180.44,0.1756
2018/1/19,1766.0,37331.0,32561465.11,0.1228
2018/1/20,1766.0,38498.0,35228834.91,0.1615
2018/1/21,1766.0,40941.0,47722616.74,0.191
2018/1/22,1766,40263,52199540.97,0.2212
2018/1/23,1766,40648,44203154.13,0.1856
2018/1/24,1766,37715,43135479.31,0.1705
2018/1/25,1766,35631,38771969.73,0.1208
2018/1/26,1766,35171,36384283.99,0.1263
2018/1/27,1766,30150,28900862.46,0.1244
2018/1/28,1766,28756,27151553.9,0.1299
2018/1/29,1766,28198,27727046.78,0.1452
2018/1/30,1766,26904,28094363.19,0.1335
