2017/12/4,1977,61186,79364008.95,0.2943
2017/12/5,1977,52790,68441437.39,0.2443
2017/12/6,1977,67949,74316835.53,0.2679
2017/12/7,1977,62366,82074767.29,0.2735
2017/12/8,1977,54514,64702935.97,0.1985
2017/12/9,1977,39507,67570192.24,0.1994
2017/12/10,1977,40171,51342084.6,0.1829
2017/12/11,1977,56498,79715486.74,0.2908
2017/12/12,1977,67179,82342874.31,0.2784
2017/12/13,1977,76447,73737373.19,0.2822
2017/12/14,1977,91947,79540270.6,0.3051
2017/12/15,1977,90560,79424497.78,0.2619
2017/12/16,1977,96111,70099571.65,0.2204
2017/12/17,1977,56549,59650861.95,0.1997
2017/12/18,1977,82172,81083952.35,0.2923
2017/12/19,1977,72898,96294123.58,0.3349
2017/12/20,1977,66686,77515509.96,0.2878
2017/12/21,1977,73274,69639866.84,0.2725
2017/12/22,1977,57875,81611549.04,0.2772
2017/12/23,1977,61143,60900012.48,0.2228
2017/12/24,1977,54097,54034587.95,0.2028
2017/12/25,1977,62336,52588839.48,0.1954
2017/12/26,1977,53933,48291611.09,0.1639
2017/12/27,1977,45341,37417920.07,0.1287
2017/12/28,1977,46710,31448175.97,0.1113
2017/12/29,1977,49710,32061222.69,0.1119
2017/12/30,1977,45316,30950390.63,0.1004
2018/2/1,1977,40526,28481478.11,0.0959
2018/2/2,1977,41650,31996734.36,0.096
2018/2/3,1977,45788,37660282.84,0.1107
2018/2/4,1977,37615,37328900.67,0.1081
2018/2/5,1977,37978,40288066.6,0.119
2018/2/6,1977,47617,29817060.27,0.0955
2018/2/7,1977,45971,28649661.78,0.0876
2018/2/8,1977,38571,32212152.27,0.0951
2018/2/9,1977,38608,38891452.71,0.1152
2018/2/10,1977,31495,29740427.61,0.0867
2018/2/11,1977,28813,23951782.44,0.0753
2018/2/12,1977,26978,23468358.92,0.0672
2018/2/13,1977,26531,20760764.34,0.0571
2018/2/14,1977,22378,16999218.29,0.0525
2018/2/15,1977,22620,14554308.1,0.0464
2018/2/16,1977,22177,13664159.4,0.0441
2018/2/17,1977,17462,10615123.79,0.0387
2018/2/18,1977,18324,13046743.92,0.0449
2018/2/19,1977,17283,10848316.27,0.0357
2018/2/20,1977,21320,14303336.16,0.0464
2018/2/21,1977,24985,16266134.08,0.0489
2018/2/22,1977,26396,20016992.27,0.0655
2018/2/23,1977,49098,25891963.78,0.0834
2018/2/24,1977,31298,18850051.28,0.0623
2017/12/31,1977,39461,31409183.79,0.1042
2018/2/28,1977,41304,25157312.86,0.0827
2018/3/31,1977,44527,40168551.11,0.1492
2018/1/1,1977,42618,40727615.5,0.1312
2018/1/2,1977,54483,42043035.44,0.1425
2018/1/3,1977,43760,32347973.12,0.1194
2018/1/4,1977,44982,45956322.82,0.1647
2018/1/5,1977,46713,35617064.78,0.1359
2018/1/6,1977,54485,37386079.11,0.1254
2018/1/10,1977,56411,40499859.01,0.1439
2018/1/11,1977,50408,52616166.58,0.184
2018/1/12,1977,45357,42915147.71,0.1498
2018/1/13,1977,51930,55180152.02,0.1597
2018/1/14,1977,48811,26089426.25,0.0887
2018/1/15,1977,50991,21975006.33,0.0791
2018/1/16,1977,50602,31069123.79,0.1224
2018/1/17,1977,52048,27818055.56,0.1204
2018/1/18,1977,76960,39844275.87,0.1493
2018/1/19,1977.0,94039.0,40166062.02,0.1585
2018/1/20,1977.0,55566.0,39924701.71,0.1305
2018/1/21,1977.0,53656.0,33710270.58,0.1238
2018/1/22,1977,45769,33171678.26,0.1286
2018/1/23,1977,44657,27333520.67,0.1114
2018/1/24,1977,45270,23490520.4,0.0987
2018/1/25,1977,46609,25606612.81,0.0954
2018/1/26,1977,40415,23908587.91,0.0874
2018/1/27,1977,50988,27505827.1,0.0923
2018/1/28,1977,37651,29761639.91,0.0931
2018/1/29,1977,42821,26014795.73,0.0927
2018/1/30,1977,44274,29910212.98,0.1087
