2017/12/4,1827,44958,43267580.51,0.1373
2017/12/5,1827,49568,46178207.6,0.154
2017/12/6,1827,45533,45218893.49,0.1486
2017/12/7,1827,41192,44796029.57,0.1567
2017/12/8,1827,41723,43617573.14,0.1509
2017/12/9,1827,37788,52858966.16,0.1732
2017/12/10,1827,26293,45557301.05,0.157
2017/12/11,1827,44511,55446982.96,0.2078
2017/12/12,1827,50129,48407820.03,0.1601
2017/12/13,1827,49043,63711063.51,0.2062
2017/12/14,1827,50128,58478842.91,0.2009
2017/12/15,1827,47627,40091164.54,0.1395
2017/12/16,1827,37404,37606904.94,0.1408
2017/12/17,1827,29816,40258360.36,0.1516
2017/12/18,1827,42561,39411988.95,0.1459
2017/12/19,1827,44281,64820864.61,0.2261
2017/12/20,1827,43404,44910863.76,0.1641
2017/12/21,1827,45332,36612066.54,0.1404
2017/12/22,1827,46185,40418497.02,0.1459
2017/12/23,1827,32068,37554694.11,0.1493
2017/12/24,1827,25585,47951105.67,0.1738
2017/12/25,1827,38033,35515344.41,0.1335
2017/12/26,1827,36668,39865548.33,0.1414
2017/12/27,1827,36427,42328712.66,0.1517
2017/12/28,1827,37092,32903132.32,0.1442
2017/12/29,1827,39195,39184016.1,0.1643
2017/12/30,1827,24288,47158176.36,0.1652
2018/2/1,1827,30581,33991326.38,0.13
2018/2/2,1827,31893,30332680.11,0.1308
2018/2/3,1827,28197,27362258.28,0.112
2018/2/4,1827,28451,23488159.53,0.1059
2018/2/5,1827,31398,26611660.16,0.1162
2018/2/6,1827,32568,27522207.21,0.11
2018/2/7,1827,30948,20108859.46,0.098
2018/2/8,1827,30100,31210378.69,0.1214
2018/2/9,1827,28405,27000924.35,0.1069
2018/2/10,1827,22374,24980126.37,0.0926
2018/2/11,1827,25899,25118293.83,0.0852
2018/2/12,1827,18598,25044339.04,0.0895
2018/2/13,1827,12211,9917930.105,0.0442
2018/2/14,1827,6053,9200413.574,0.0348
2018/2/15,1827,4321,7125072.728999999,0.0323
2018/2/16,1827,1928,7374593.127,0.0363
2018/2/17,1827,3218,10604754.87,0.0455
2018/2/18,1827,2987,9061951.788999999,0.0394
2018/2/19,1827,5273,5882256.698,0.0307
2018/2/20,1827,7025,6308844.991,0.031
2018/2/21,1827,8085,8209838.396000001,0.0367
2018/2/22,1827,17668,21513220.99,0.0766
2018/2/23,1827,21378,26615853.01,0.0946
2018/2/24,1827,21136,23481067.93,0.0897
2017/12/31,1827,17018,40148951.75,0.1682
2018/2/28,1827,29332,47189018.23,0.1665
2018/3/31,1827,24714,27314937.6,0.1131
2018/1/1,1827,16161,74692862.5,0.2694
2018/1/2,1827,37379,48415315.51,0.1962
2018/1/3,1827,43724,50862097.44,0.2138
2018/1/4,1827,47435,58620811.25,0.2342
2018/1/5,1827,46643,50974151.16,0.2117
2018/1/6,1827,40310,49908155.92,0.2192
2018/1/10,1827,45960,46576456.68,0.1824
2018/1/11,1827,49751,55460625.03,0.2165
2018/1/12,1827,46689,53925605.53,0.1949
2018/1/13,1827,38611,40186939.15,0.156
2018/1/14,1827,25234,44892769.81,0.1822
2018/1/15,1827,34194,36762519.75,0.1306
2018/1/16,1827,36102,33270371.51,0.1241
2018/1/17,1827,35732,40593462.71,0.1432
2018/1/18,1827,35837,39559314.94,0.1321
2018/1/19,1827.0,36493.0,41776493.46,0.1424
2018/1/20,1827.0,31099.0,39691693.91,0.1353
2018/1/21,1827.0,23919.0,47813822.92,0.1589
2018/1/22,1827,34170,40688874.18,0.1408
2018/1/23,1827,36939,39393330.8,0.1307
2018/1/24,1827,36770,37682062.89,0.1251
2018/1/25,1827,37201,40200264.75,0.1422
2018/1/26,1827,38107,33913177.23,0.126
2018/1/27,1827,29219,37354346.33,0.1333
2018/1/28,1827,21886,33384181.44,0.1182
2018/1/29,1827,32626,40136843.11,0.1505
2018/1/30,1827,31143,35811164.18,0.1271
