['19.746233'],['10787.163'],['0.0075145583']
['7.3164124'],['10864.0'],['0.0073336046']
['9.485879'],['10833.608'],['0.0074085584']
['10.555751'],['11593.997'],['0.0074085584']
['81.882515'],['10812.8955'],['0.0074085584']
['25.444757'],['11549.711'],['0.0074085584']
['29.939226'],['11516.56'],['0.0073336046']
['13.706424'],['12697.444'],['0.007468491']
['22.637602'],['10814.809'],['0.0074085584']
['21.683224'],['11201.879'],['0.0074085584']
['17.771322'],['10688.704'],['0.0073336046']
['13.706424'],['10759.276'],['0.0072424705']
['27.26996'],['10873.506'],['0.0074085584']
['61.11677'],['10786.971'],['0.0074085584']
['30.81087'],['11487.476'],['0.0074085584']
['68.09968'],['11416.812'],['0.0074085584']
['14.737136'],['10697.57'],['0.0074085584']
['13.706424'],['11150.819'],['0.0073336046']
['5.10704'],['11182.627'],['0.0072424705']
['30.81087'],['11271.729'],['0.0073336046']
['8.406115'],['10685.056'],['0.0073336046']
['3.987286'],['10685.028'],['0.0073336046']
['2.8574305'],['10685.028'],['0.0073336046']
['2.8574305'],['10685.028'],['11279.924']
