['34098.81'],['16673482.0'],['0.056326862']
['43277.848'],['24045658.0'],['0.07280593']
['36860.27'],['19004570.0'],['0.059905242']
['33356.33'],['17599318.0'],['0.061476313']
['33568.562'],['16292586.0'],['0.058745008']
['33495.766'],['18264892.0'],['0.06617141']
['35028.08'],['18578570.0'],['0.065685146']
['36727.617'],['16819010.0'],['0.059675757']
['33853.49'],['15722563.0'],['0.059387106']
['34991.508'],['14564139.0'],['0.057853628']
['33672.832'],['19457818.0'],['0.065880515']
['36979.34'],['21651894.0'],['0.0713116']
['33851.52'],['14976288.0'],['0.054811876']
['32335.53'],['18001728.0'],['0.062239006']
['33773.47'],['16630172.0'],['0.06169577']
['35259.08'],['16618340.0'],['0.0610337']
['33726.81'],['16996764.0'],['0.060133457']
['33873.13'],['19308626.0'],['0.06479178']
['34964.992'],['18381336.0'],['0.064539455']
['35171.414'],['16938754.0'],['0.058449913']
['34916.957'],['13900959.0'],['0.053905424']
['34288.633'],['17472958.0'],['0.06196834']
['34849.2'],['18136086.0'],['0.059790656']
['32298.43'],['18136086.0'],['16314154.0']
