['16260.6'],['11517150.0'],['0.046110038']
['27121.37'],['9007848.0'],['0.033745423']
['18229.865'],['10404713.0'],['0.040483627']
['23268.156'],['6689603.5'],['0.029141176']
['18542.283'],['8722334.0'],['0.034019284']
['18319.488'],['11444107.0'],['0.04026734']
['19616.092'],['10340709.0'],['0.038104154']
['20183.414'],['10741303.0'],['0.037784867']
['22830.68'],['10070889.0'],['0.036548205']
['19444.59'],['11322828.0'],['0.04308532']
['20485.883'],['11044457.0'],['0.03977506']
['22341.111'],['12022100.0'],['0.041024584']
['18576.023'],['9254314.0'],['0.034289226']
['19133.287'],['11153819.0'],['0.038518235']
['20078.48'],['10732397.0'],['0.038670134']
['19599.855'],['10274015.0'],['0.037622377']
['20821.195'],['11426645.0'],['0.03935508']
['20225.531'],['9966369.0'],['0.03949682']
['19983.31'],['10895669.0'],['0.040611185']
['18033.863'],['9140116.0'],['0.036011532']
['20253.303'],['10639574.0'],['0.041381415']
['20332.982'],['9712233.0'],['0.037347294']
['20870.143'],['8173778.0'],['0.031715453']
['20449.246'],['8173778.0'],['7754801.0']
